%time,field.header.seq,field.header.stamp,field.header.frame_id,field.height,field.width,field.distortion_model,field.D0,field.D1,field.D2,field.D3,field.D4,field.K0,field.K1,field.K2,field.K3,field.K4,field.K5,field.K6,field.K7,field.K8,field.R0,field.R1,field.R2,field.R3,field.R4,field.R5,field.R6,field.R7,field.R8,field.P0,field.P1,field.P2,field.P3,field.P4,field.P5,field.P6,field.P7,field.P8,field.P9,field.P10,field.P11,field.binning_x,field.binning_y,field.roi.x_offset,field.roi.y_offset,field.roi.height,field.roi.width,field.roi.do_rectify
1504235175571527408,11091,1504235175540585060,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235175642800114,11092,1504235175606921185,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235175712493665,11093,1504235175673540485,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235175759106170,11094,1504235175740213430,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235175840029959,11095,1504235175806971010,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235175922936443,11096,1504235175873515571,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235175983547397,11097,1504235175940273724,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176030581983,11098,1504235176006922920,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176111080514,11099,1504235176073889249,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176189100363,11100,1504235176140171624,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176247072220,11101,1504235176207124203,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176292699211,11102,1504235176273615014,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176371527284,11103,1504235176340326657,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176446760538,11104,1504235176406866270,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176514591965,11105,1504235176473569580,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176565458973,11106,1504235176540322108,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176638598959,11107,1504235176606969428,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176712029412,11108,1504235176673605499,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176774953007,11109,1504235176740171101,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176817385175,11110,1504235176806830453,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176915788536,11111,1504235176873632877,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235176978439372,11112,1504235176940358269,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235177018083121,11113,1504235177006834393,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235177103436047,11114,1504235177073602025,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235177178572947,11115,1504235177140241638,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235177237562401,11116,1504235177206950624,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235177323615010,11117,1504235177273585080,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235177385475539,11118,1504235177340283077,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235177426190792,11119,1504235177406908627,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235177508934620,11120,1504235177473643603,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
1504235177585116774,11121,1504235177540325246,/zed_current_frame,720,1280,plumb_bob,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,687.82635498,362.7449646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.82635498,0.0,660.878112793,0.0,0.0,687.82635498,362.7449646,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
